interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact
INT-101589,2025-08-02 22:54:31.855419,HR,Intern,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.64,2351,5.0,High
INT-101590,2025-11-02 04:33:31.855420,HR,Manager,Compare sales performance by region,Sales,Revenue,Predictive,0.74,2290,4.0,nan
INT-101591,2025-05-07 22:00:31.855422,Sales,Intern,Show monthly revenue trend,Marketing,Profit Margin,Descriptive,0.85,408,3.0,Low
INT-101592,2025-10-18 12:20:31.855424,Sales,Intern,Compare sales performance by region,Finance,Revenue,Trend Analysis,0.61,799,2.0,High
INT-101593,2025-07-01 22:04:31.855426,HR,Manager,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.87,804,5.0,Low
INT-101594,2025-11-11 01:42:31.855428,Operations,Analyst,Compare sales performance by region,Customer,Revenue,Trend Analysis,0.81,1909,4.0,Medium
INT-101595,2025-03-25 16:04:31.855432,Operations,Analyst,Compare sales performance by region,Customer,ROI,Descriptive,0.71,2356,1.0,Medium
INT-101596,2025-03-19 06:09:31.855435,Marketing,Manager,What is customer churn rate?,Finance,Revenue,Trend Analysis,0.92,413,4.0,Medium
INT-101597,2025-09-14 21:13:31.855438,Finance,Intern,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.71,1827,5.0,Medium
INT-101598,2025-10-08 18:16:31.855441,Operations,Manager,Forecast next quarter revenue,Customer,Revenue,Trend Analysis,0.99,1916,4.0,High
INT-101599,2025-09-20 12:05:31.855444,Sales,Analyst,Forecast next quarter revenue,Revenue,Revenue,Predictive,0.92,1776,3.0,Medium
INT-101600,2025-04-28 23:00:31.855448,Operations,Executive,Forecast next quarter revenue,Marketing,Revenue,Trend Analysis,0.88,2324,4.0,Medium
INT-101601,2025-08-09 18:48:31.855451,Marketing,Intern,Show monthly revenue trend,Finance,Profit Margin,Predictive,0.62,2342,4.0,Low
INT-101602,2025-07-16 01:32:31.855455,Marketing,Analyst,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.95,468,4.0,Medium
INT-101603,2025-04-16 16:08:31.855457,Finance,Intern,Forecast next quarter revenue,Finance,Churn Rate,Trend Analysis,0.91,882,,Low
INT-101604,2025-07-13 16:02:31.855459,Operations,Manager,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,0.69,361,2.0,Medium
INT-101605,2025-08-15 11:58:31.855461,Sales,Executive,Compare sales performance by region,Revenue,Profit Margin,Predictive,0.75,664,4.0,Low
INT-101606,2025-05-07 18:52:31.855462,Sales,Manager,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.7,1022,2.0,Low
INT-101607,2025-07-16 16:18:31.855464,HR,Executive,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.98,2204,2.0,Low
INT-101608,2026-01-27 19:06:31.855466,Sales,Intern,Forecast next quarter revenue,Revenue,Conversion Rate,Trend Analysis,0.93,2299,4.0,Low
INT-101609,2026-01-14 13:44:31.855468,Finance,Intern,Show monthly revenue trend,Revenue,Churn Rate,Predictive,0.96,687,,Medium
INT-101610,2026-01-07 23:35:31.855470,Finance,Manager,Show monthly revenue trend,Customer,Conversion Rate,Predictive,0.91,2339,2.0,Medium
INT-101611,2025-06-18 12:21:31.855472,Sales,Executive,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.78,850,,Low
INT-101612,2025-03-23 09:09:31.855473,Sales,Executive,Forecast next quarter revenue,Customer,ROI,Descriptive,0.68,1955,3.0,Medium
INT-101613,2025-04-09 12:54:31.855475,HR,Intern,What is customer churn rate?,Sales,Conversion Rate,Descriptive,0.68,1834,3.0,Medium
INT-101614,2025-04-10 06:50:31.855477,Sales,Manager,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.66,1971,2.0,Medium
INT-101615,2025-09-21 21:37:31.855479,HR,Executive,Forecast next quarter revenue,Finance,Churn Rate,Trend Analysis,0.81,918,4.0,High
INT-101616,2026-01-09 16:35:31.855481,HR,Intern,What is customer churn rate?,Sales,Conversion Rate,Trend Analysis,0.96,1367,4.0,Medium
INT-101617,2025-10-12 13:17:31.855482,Sales,Analyst,What is customer churn rate?,Customer,Profit Margin,Descriptive,0.99,398,3.0,nan
INT-101618,2025-12-10 01:30:31.855484,Marketing,Manager,Forecast next quarter revenue,Marketing,Profit Margin,Descriptive,0.71,1546,3.0,Medium
INT-101619,2025-10-06 10:57:31.855486,Marketing,Analyst,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.87,2022,4.0,High
INT-101620,2025-07-31 13:41:31.855488,HR,Manager,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.83,1555,4.0,High
INT-101621,2025-12-29 05:16:31.855489,Sales,Intern,What is customer churn rate?,Sales,ROI,Trend Analysis,0.79,2464,3.0,High
INT-101622,2025-10-07 18:12:31.855491,Marketing,Executive,What is customer churn rate?,Customer,Churn Rate,Trend Analysis,0.86,1924,5.0,nan
INT-101623,2026-01-11 08:52:31.855493,Sales,Executive,Forecast next quarter revenue,Marketing,Profit Margin,Trend Analysis,0.74,1002,4.0,Low
INT-101624,2025-03-23 16:03:31.855495,Sales,Executive,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,0.97,900,2.0,Low
INT-101625,2025-10-27 21:11:31.855497,Sales,Manager,Show monthly revenue trend,Customer,Profit Margin,Predictive,0.88,702,3.0,Medium
INT-101626,2025-05-18 03:39:31.855498,Operations,Intern,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.89,668,5.0,Medium
INT-101627,2025-03-29 23:02:31.855500,Sales,Analyst,Show monthly revenue trend,Customer,Revenue,Descriptive,0.69,2209,2.0,High
INT-101628,2025-08-14 00:07:31.855502,Operations,Intern,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.67,2174,5.0,Low
INT-101629,2026-01-07 23:56:31.855504,HR,Analyst,Forecast next quarter revenue,Finance,ROI,Descriptive,0.75,1929,3.0,High
INT-101630,2025-11-06 23:56:31.855506,Marketing,Manager,Compare sales performance by region,Customer,Revenue,Descriptive,0.9,2136,4.0,Low
INT-101631,2026-01-28 23:25:31.855508,Marketing,Manager,What is customer churn rate?,Finance,Profit Margin,Predictive,0.97,823,3.0,Low
INT-101632,2025-08-31 15:05:31.855510,Marketing,Analyst,What is customer churn rate?,Finance,Churn Rate,Trend Analysis,0.77,1166,,nan
INT-101633,2025-05-22 12:32:31.855511,Marketing,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Trend Analysis,0.9,862,,Low
INT-101634,2025-03-17 05:55:31.855513,Marketing,Analyst,What is customer churn rate?,Sales,Conversion Rate,Descriptive,0.78,950,,Medium
INT-101635,2025-09-12 00:16:31.855515,Marketing,Intern,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.72,2072,2.0,Low
INT-101636,2025-09-01 03:38:31.855517,Marketing,Analyst,What is customer churn rate?,Sales,Revenue,Descriptive,0.89,1618,5.0,High
INT-101637,2025-06-23 22:56:31.855519,HR,Manager,Forecast next quarter revenue,Finance,Churn Rate,Trend Analysis,0.91,1298,4.0,High
INT-101638,2025-07-11 17:10:31.855520,Sales,Manager,What is customer churn rate?,Marketing,Revenue,Predictive,0.68,582,4.0,High
INT-101639,2026-01-07 17:35:31.855522,Finance,Executive,Which campaign had highest ROI?,Marketing,Revenue,Predictive,0.72,1593,2.0,Medium
INT-101640,2025-04-07 05:19:31.855524,Operations,Analyst,What is customer churn rate?,Finance,ROI,Predictive,0.79,1852,4.0,Medium
INT-101641,2025-04-18 16:07:31.855527,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Predictive,0.67,375,,Low
INT-101642,2025-11-03 11:35:31.855530,Finance,Intern,Compare sales performance by region,Marketing,Profit Margin,Descriptive,0.96,427,3.0,Low
INT-101643,2025-08-03 09:44:31.855533,Sales,Intern,What is customer churn rate?,Sales,Revenue,Trend Analysis,0.83,2238,2.0,Medium
INT-101644,2026-02-05 08:55:31.855536,Sales,Executive,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.65,1565,2.0,Medium
INT-101645,2025-09-11 11:11:31.855539,Sales,Manager,Compare sales performance by region,Finance,Profit Margin,Predictive,0.67,2185,3.0,Low
INT-101646,2025-09-16 10:31:31.855542,Marketing,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.97,1462,4.0,Low
INT-101647,2025-05-09 23:14:31.855545,HR,Manager,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.89,1835,5.0,Low
INT-101648,2025-12-14 00:49:31.855548,Marketing,Executive,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.89,1220,3.0,Medium
INT-101649,2025-11-20 19:21:31.855552,HR,Analyst,Show monthly revenue trend,Finance,Conversion Rate,Predictive,0.63,1911,4.0,Low
INT-101650,2025-04-02 09:08:31.855555,HR,Analyst,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.95,549,3.0,Low
INT-101651,2025-07-24 00:52:31.855558,Finance,Analyst,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,0.77,640,3.0,Low
INT-101652,2025-03-25 10:24:31.855561,Finance,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Predictive,0.86,1811,4.0,High
INT-101653,2026-02-02 01:23:31.855571,HR,Analyst,What is customer churn rate?,Finance,ROI,Predictive,0.97,1584,2.0,Low
INT-101654,2025-12-16 07:44:31.855573,HR,Intern,Show monthly revenue trend,Finance,Revenue,Trend Analysis,0.64,487,4.0,High
INT-101655,2026-01-18 17:00:31.855576,Marketing,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Descriptive,0.79,2255,2.0,Medium
INT-101656,2025-05-08 10:37:31.855578,Marketing,Executive,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.62,2334,4.0,Medium
INT-101657,2025-07-12 10:15:31.855580,Finance,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.79,1197,2.0,Low
INT-101658,2025-09-27 16:13:31.855581,Sales,Manager,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.7,1622,,Medium
INT-101659,2025-11-23 01:48:31.855583,HR,Analyst,Show monthly revenue trend,Sales,ROI,Predictive,0.96,273,5.0,Low
INT-101660,2025-11-10 14:39:31.855585,Marketing,Analyst,Compare sales performance by region,Finance,Profit Margin,Trend Analysis,0.76,1662,3.0,Low
INT-101661,2025-11-02 18:53:31.855587,Finance,Analyst,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.85,2405,3.0,nan
INT-101662,2025-08-19 13:05:31.855589,Marketing,Intern,Compare sales performance by region,Marketing,Revenue,Trend Analysis,0.94,629,3.0,Medium
INT-101663,2025-12-28 20:08:31.855590,HR,Executive,Which campaign had highest ROI?,Finance,Churn Rate,Predictive,0.98,1671,5.0,Low
INT-101664,2025-09-19 01:36:31.855592,HR,Analyst,Forecast next quarter revenue,Finance,Revenue,Predictive,0.8,1045,3.0,Medium
INT-101665,2025-09-16 12:03:31.855594,Operations,Executive,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.78,1930,5.0,Medium
INT-101666,2025-06-17 21:07:31.855596,Sales,Analyst,Compare sales performance by region,Finance,ROI,Trend Analysis,0.63,235,1.0,High
INT-101667,2025-04-06 12:03:31.855597,Operations,Analyst,Compare sales performance by region,Customer,ROI,Trend Analysis,0.6,1313,2.0,Medium
INT-101668,2025-07-12 00:06:31.855599,Finance,Intern,Forecast next quarter revenue,Marketing,Conversion Rate,Predictive,0.84,1220,3.0,Low
INT-101669,2025-04-07 10:22:31.855601,Marketing,Manager,Show monthly revenue trend,Sales,ROI,Descriptive,0.63,1638,2.0,Low
INT-101670,2025-11-30 16:00:31.855603,Finance,Intern,Which campaign had highest ROI?,Sales,Churn Rate,Descriptive,0.75,2197,4.0,Medium
INT-101671,2025-06-21 07:20:31.855605,HR,Analyst,Compare sales performance by region,Revenue,Profit Margin,Trend Analysis,0.6,1519,1.0,Medium
INT-101672,2025-09-23 05:31:31.855607,Operations,Analyst,Forecast next quarter revenue,Sales,Conversion Rate,Trend Analysis,0.84,818,5.0,Medium
INT-101673,2025-11-15 09:55:31.855609,Operations,Manager,Show monthly revenue trend,Sales,Churn Rate,Predictive,0.77,369,5.0,High
INT-101674,2025-04-07 00:49:31.855610,Operations,Executive,Which campaign had highest ROI?,Marketing,Churn Rate,Trend Analysis,0.65,345,2.0,Medium
INT-101675,2025-12-22 08:40:31.855612,Finance,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Predictive,0.72,1067,3.0,Medium
INT-101676,2025-12-26 22:38:31.855614,HR,Analyst,Which campaign had highest ROI?,Customer,Revenue,Descriptive,0.82,619,3.0,High
INT-101677,2025-09-09 22:34:31.855616,Marketing,Executive,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.86,2195,4.0,Low
INT-101678,2025-09-06 06:41:31.855618,Marketing,Analyst,Show monthly revenue trend,Sales,Revenue,Descriptive,0.78,1913,3.0,Medium
INT-101679,2025-08-19 16:52:31.855619,Finance,Manager,Forecast next quarter revenue,Customer,ROI,Descriptive,0.91,772,1.0,nan
INT-101680,2025-05-12 17:31:31.855621,Operations,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.64,2159,3.0,Medium
INT-101681,2025-11-22 14:27:31.855623,Sales,Analyst,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.63,1226,3.0,Medium
INT-101682,2025-08-27 03:32:31.855625,Finance,Manager,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.62,1486,,Low
INT-101683,2025-03-03 15:23:31.855627,Finance,Intern,Show monthly revenue trend,Marketing,Profit Margin,Predictive,0.81,520,5.0,High
INT-101684,2026-01-12 02:29:31.855629,HR,Intern,What is customer churn rate?,Finance,ROI,Descriptive,0.88,1799,2.0,Medium
INT-101685,2026-01-14 02:02:31.855630,Marketing,Manager,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.65,2493,4.0,High
INT-101686,2025-08-12 21:59:31.855632,Finance,Analyst,Which campaign had highest ROI?,Sales,Revenue,Predictive,0.85,1812,,Low
INT-101687,2026-02-03 01:46:31.855634,Finance,Analyst,Forecast next quarter revenue,Revenue,Profit Margin,Predictive,0.79,676,1.0,Low
INT-101688,2025-09-12 22:24:31.855636,Operations,Manager,What is customer churn rate?,Customer,Conversion Rate,Descriptive,0.99,2026,4.0,Medium
INT-101689,2025-08-18 20:26:31.855638,Operations,Executive,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.88,982,3.0,Low
INT-101690,2025-07-10 14:02:31.855640,Sales,Intern,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.86,732,4.0,High
INT-101691,2025-07-26 20:20:31.855642,HR,Executive,Compare sales performance by region,Sales,Conversion Rate,Trend Analysis,0.82,1562,4.0,High
INT-101692,2025-04-17 05:36:31.855644,Sales,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.99,2147,,Medium
INT-101693,2025-04-02 18:06:31.855645,Operations,Analyst,What is customer churn rate?,Sales,Conversion Rate,Trend Analysis,0.98,2484,3.0,Low
INT-101694,2025-08-06 02:06:31.855647,Marketing,Executive,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.81,1364,5.0,Low
INT-101695,2025-03-01 01:25:31.855649,Operations,Manager,Compare sales performance by region,Customer,Revenue,Trend Analysis,0.78,2170,2.0,Medium
INT-101696,2026-02-03 06:30:31.855651,HR,Executive,Compare sales performance by region,Revenue,Revenue,Predictive,0.78,778,3.0,Low
INT-101697,2026-01-02 01:31:31.855653,Operations,Executive,Forecast next quarter revenue,Finance,Profit Margin,Predictive,0.77,1573,,High
INT-101698,2025-10-29 00:02:31.855655,HR,Intern,What is customer churn rate?,Customer,Conversion Rate,Trend Analysis,0.81,1793,5.0,Low
INT-101699,2025-06-26 10:37:31.855656,HR,Intern,Forecast next quarter revenue,Marketing,Churn Rate,Descriptive,0.71,1947,3.0,Medium
INT-101700,2025-04-17 04:32:31.855658,HR,Executive,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,0.96,2377,4.0,High
INT-101701,2025-12-16 16:50:31.855660,HR,Executive,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.79,2233,1.0,Medium
INT-101702,2025-06-03 12:50:31.855662,HR,Analyst,Which campaign had highest ROI?,Sales,ROI,Predictive,0.93,2258,3.0,High
INT-101703,2025-05-12 04:39:31.855665,Marketing,Intern,Show monthly revenue trend,Customer,ROI,Descriptive,0.79,456,4.0,High
INT-101704,2025-06-03 01:27:31.855666,Sales,Intern,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.88,1617,4.0,Medium
INT-101705,2025-12-19 17:08:31.855668,Finance,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.73,1642,3.0,Medium
INT-101706,2025-07-20 03:21:31.855670,Sales,Manager,Which campaign had highest ROI?,Sales,ROI,Predictive,0.84,1081,4.0,Low
INT-101707,2025-03-23 08:48:31.855672,HR,Intern,Forecast next quarter revenue,Marketing,ROI,Predictive,0.79,218,3.0,High
INT-101708,2025-12-15 02:32:31.855674,Marketing,Intern,Which campaign had highest ROI?,Customer,Revenue,Trend Analysis,0.74,309,1.0,Medium
INT-101709,2025-12-23 11:24:31.855676,Operations,Manager,What is customer churn rate?,Sales,Revenue,Predictive,0.94,1660,3.0,High
INT-101710,2025-05-08 22:06:31.855677,Marketing,Intern,Show monthly revenue trend,Finance,Profit Margin,Trend Analysis,0.64,1257,,Medium
INT-101711,2025-03-10 08:38:31.855679,HR,Intern,Show monthly revenue trend,Revenue,ROI,Trend Analysis,0.79,1511,5.0,Low
INT-101712,2025-11-19 15:56:31.855681,Marketing,Manager,Which campaign had highest ROI?,Customer,ROI,Trend Analysis,0.68,2067,3.0,nan
INT-101713,2025-09-06 08:44:31.855683,Marketing,Manager,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.94,1202,1.0,Low
INT-101714,2025-06-10 06:20:31.855685,HR,Executive,Compare sales performance by region,Sales,Profit Margin,Descriptive,0.7,454,4.0,nan
INT-101715,2025-09-26 12:30:31.855686,Marketing,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.85,837,4.0,Low
INT-101716,2025-04-11 14:35:31.855688,Finance,Analyst,What is customer churn rate?,Customer,Conversion Rate,Trend Analysis,0.66,2242,3.0,Medium
INT-101717,2025-11-29 18:51:31.855690,Finance,Manager,Compare sales performance by region,Finance,Conversion Rate,Trend Analysis,0.76,2381,3.0,Medium
INT-101718,2025-07-29 09:07:31.855692,Marketing,Manager,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.95,596,,nan
INT-101719,2025-08-11 12:34:31.855694,Operations,Intern,What is customer churn rate?,Marketing,Profit Margin,Trend Analysis,0.66,1821,4.0,High
INT-101720,2025-11-09 12:05:31.855695,HR,Executive,What is customer churn rate?,Customer,Profit Margin,Predictive,0.86,884,3.0,High
INT-101721,2025-04-01 17:13:31.855697,Finance,Executive,Forecast next quarter revenue,Sales,Conversion Rate,Trend Analysis,0.68,2056,4.0,Medium
INT-101722,2025-10-05 00:07:31.855699,Operations,Manager,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.76,2266,2.0,Low
INT-101723,2025-03-08 22:20:31.855701,Marketing,Intern,Compare sales performance by region,Sales,Churn Rate,Predictive,0.81,1210,2.0,Medium
INT-101724,2025-07-06 03:44:31.855703,Operations,Intern,Compare sales performance by region,Revenue,Revenue,Predictive,0.83,2366,,Medium
INT-101725,2025-07-17 11:04:31.855705,Sales,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.83,501,2.0,High
INT-101726,2025-12-05 03:01:31.855706,Finance,Analyst,Which campaign had highest ROI?,Revenue,Churn Rate,Predictive,0.85,426,3.0,High
INT-101727,2025-06-12 16:47:31.855708,Marketing,Intern,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.71,1730,4.0,Medium
INT-101728,2025-03-19 04:19:31.855710,HR,Analyst,Show monthly revenue trend,Marketing,ROI,Trend Analysis,0.76,1435,5.0,High
INT-101729,2025-07-30 13:33:31.855712,Marketing,Manager,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.61,555,5.0,High
